comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
Tried to be productive (look at my contributions) but hit my head against a wall of spoiled greek children (or,1,0,0,0,0,0
"""You know, I was thinking... Nobody really attacked me before I revealed my age here. After I announced that I",1,0,0,0,0,0
"Video Game For pete sake if I see that false video game article one more time, I'll throw a cat",1,0,0,0,0,0
P.S. Are you a /b/tard?,1,0,0,0,0,0
""" I TAKE OFFENSE! I take great offense that some pompous, sanctimonious twit thinks that no one should be allowed",1,0,0,0,0,0
. Ok Dennis Brown thanks for telling me I was taking this a bit way too serious ill be careful,1,0,0,0,0,0
"Why are you changing the SOMALI PEOPLE WIKI????????????????????/ SERIOUSLY????????? THAT PAGE IS BIASED TO ONE CLAN, I ADDED A MORE",1,0,0,0,0,0
"Transistor The transistor page does not have a Principle of Operation section, because a)the physicists know about it but don't",1,0,0,0,0,0
"FisherQueen, would you kindly stop following my every move and deleting things off MY user page. Havent you got anything",1,0,0,0,0,0
"MILLINOS OF HUNJAN looking at hunjan template not just me other hunjan will fight back, your concept of art bull",1,0,0,0,0,0
""" SR/CL: U bud bin A-way. Like long time like time outa mind long. Gooood shit but mo' latah an",1,0,0,0,0,0
Leave me alone! I told you already to leave me alone.why can't you fuck off and do your own fucking,1,0,0,0,0,0
"WikiDon, STOP stalking me!",1,0,0,0,0,0
"WOULDN'T BE THE FIRST TIME BITCH. FUCK YOU I'LL FIND OUT WHERE YOU LIVE, SODOMIZE YOUR WIFE AND THEN BURN",1,0,0,0,0,0
Whoever put a notices on my page. I will kill u,1,0,0,0,0,0
Ha! There wasn't a BLP violation in the comments you oversited. I didn't call anyone anything. Your abuse of admin,1,0,0,0,0,0
"This is your Dad sam I'm worried about you. Worried that your cock wont fit in my ass anymore!, OMFK",1,0,0,0,0,0
""" So threatening to try to have me banned for editing is fine, but when I suggest having your account",1,0,0,0,0,0
or any historical fact concerning current Armenia pertaining Wikiprojects. Keep your pathetic winking marks to your antiturkish ass.,1,0,0,0,0,0
Bleh. I'm all out of ideas. Is there really something wrong with the server or what? The damn thing won't,1,0,0,0,0,0
"Just a thought. Hey Jeremy, Why don't you wash your vagina? Why do you insist on letting it smell like",1,0,0,0,0,0
I AM GAY Love I AM GAY Love I AM GAY Love,1,0,0,0,0,0
""" Stop. Stop redirecting the Teddygodzilla page to List of Code Lyoko episodes. Clearly, I'm in the middle of working",1,0,0,0,0,0
""" No! This is a GROUP EFFORT! Wikipedia is a collaborative COMMUNITY and there are no school essays here. The",1,0,0,0,0,0
You Need To Stop. What difference does it make if the episodes of ANY show have their own articles? You're,1,0,0,0,0,0
""" Camille Paglia: sex-positive feminist Here are the supporting links you asked for, you stupid twit! http://www.lotl.com/content/paglia.htm http://www.reference.com/browse/wiki/Sex-positive_feminism If you",1,0,0,0,0,0
""" listen up, you narrow-eyed teacher living on minimum wage you can keep on doing your """"buck buck"""" chicken trash",1,0,0,0,0,0
It doesn't matter what I think. I'm a big retarded antisemite. I'm-a go throw myself in front of an sixteen-wheeler,1,0,0,0,0,0
THAT WAS A GOOD EDIT THE POLAR BEAR IS GAY!!,1,0,0,0,0,0
"""every other press agency said the crowd was chanting """"you're a tory too"""" only the daily mail which by the",1,0,0,0,0,0
"{{unblock|i said im sorry......how do u expect me to stop making accounts if u dont unblock me.....if u unblock me,ill",1,0,0,0,0,0
I'm the one that went to get help from the admin incident board because he was edit warring with me.,1,0,0,0,0,0
""" LMAO, that's basically saying """"wahhh he called me dumb me gunna block him"""" Nice use of those admin powers,",1,0,0,0,0,0
Live in Darkness. You guys are full of yourselfs And the importance in your own minds. ..Maybe Drunk with power?,1,0,0,0,0,0
. When the funeral comes I will be the only one their and I will only be their to piss,1,0,0,0,0,0
"You have no friends in real life, what makes you think anyone on the internet will like you? Take the",1,0,0,0,0,0
The first THREE were rejected out of hand and the following half a dozen where similarly ditched. I could produce,1,0,0,0,0,0
"You know what? Don't offend other users , you are a jerk! I know you are correct, but you don't",1,0,0,0,0,0
"God, I just hate them so much. Lets hope they die.",1,0,0,0,0,0
You won't find any creditable citations because such claim is a load of racist horse shit.,1,0,0,0,0,0
""" You have evidence from ME! I presented you with tone of evidence, but you reject it because it goes",1,0,0,0,0,0
""" DRMIES DELETED FRANKIE STEIN FROM MONSTER HIGH!!!! DRMIES IS THE """"F"""" WORD!!!""",1,0,0,0,0,0
72.94.188.92 Yo what the fuck is your problem fucking around with my page! leave it the fuck alone!,1,0,0,0,0,0
""" As for the arguements that abo should be included .. it already is. Wanker is used alot, but only",1,0,0,0,0,0
We own the project so how the heck is it Unambiguous copyright infringement????? And it wasnt written in a promotional,1,0,0,0,0,0
Jimbo.....the crybaby..... Sits in front of his computer everyday acting as the arbiter of the grand Wikipedia. The all knowing,1,0,0,0,0,0
or any historical fact concerning current Armenia pertaining Wikiprojects. Keep your pathetic winking marks to your antiturkish ass. Dont delete,1,0,0,0,0,0
""" LOL LOL. Seriously, """"BryanFromPalatine"""" ? My IP resolves to Cologne, Germany, where I happen to reside. I use no",1,0,0,0,0,0
Once again.... I'm SO glad that Wikipedia is not biased or filled with retarded children.,1,0,0,0,0,0
"""=Reliable sources=== Cheating: """"Barry Bonds:Cheater"""" from CBS, yea I kinda think that is reliable. """"Dear Barry Bonds, You are either",1,0,0,0,0,0
I wish to restate the AN thread as neutral and inviting community discussion. I realize that I went to far,1,0,0,0,0,0
You're biased. I made it a point since I signed up here that none of you exist.,1,0,0,0,0,0
I'm sorry that I must say this. I have never come across a more idiotic editor on Wikipedia. Congratulations on,1,0,0,0,0,0
""" A kitten for you! just becuz ur pussy 4 lying. """,1,0,0,0,0,0
"I know that's not mature. And anyway, that was my cousin, I went to the bathroom, and he got on",1,0,0,0,0,0
"F.Y. punk, VidGmr was my homie. It's was due to some faggot named Klptyzm.",1,0,0,0,0,0
"Stop trolling, zapatancas, calling me a liar merely demonstartes that you arer Zapatancas. You may choose to chase every legitimate",1,0,0,0,0,0
"Knock it off! SpinningSpark, quit it! You've been community-banned when you blocked me you made the sinkhole you are in",1,0,0,0,0,0
""" I agree to that. many parts of the article is apparently biased, made-up bs. Examples following Downfall: """"It was",1,0,0,0,0,0
== good grief. can you read? why don't you try examining the substance of the links? I am sick and,1,0,0,0,0,0
"Scope Please see the link above, as I'm sure you are a fucking spastic",1,0,0,0,0,0
""" That was a nice message on my talk page. I enjoyed it. I mean, you still suck, but yeah,",1,0,0,0,0,0
""" MFNickster, I am not sure if you have ever had any exposure to argumentative fallacies, but just because she",1,0,0,0,0,0
YOU HAVE ABUSE LOGS THAT ARE LOGS OF ABUSE TO PAGES I HAVE NEVER EVEN POSTED TO WHAT TEH HELL,1,0,0,0,0,0
"Let's see...which one of us is making personal attacks and edit warring? That would be you, and you, respectively. And",1,0,0,0,0,0
"HOW ABOUT A LITTLE FIRE, NATE! (Throws fireballs at nate!) I STOLE WIKIPEDIA! I STOLE WIKIPEDIA! FUCK WIKIPEDIA! FUCK!",1,0,0,0,0,0
"It's in spanish but it's the truth, If you don't cite this you are acting like the fraken gatekeeper know",1,0,0,0,0,0
User:NHRHS2010 is a homo like mitt romney is. User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo,1,0,0,0,0,0
"Don't Talk Googie Man, I got 2 simple words for you, Shut Up. Let's see a guy who spends his",1,0,0,0,0,0
""" why don't you """"REMOVE"""" my free speech you goddamned self, you whiny little pipsquak. That's all you seem to",1,0,0,0,0,0
Not really sure what the issue is here What is The Name of the Rose? It is a book. Is,1,0,0,0,0,0
"Since this is MY user page, I can say what I want: YOU GUYS ARE ALL A BUNCH OF MOTHERFUCKING",1,0,0,0,0,0
""" You Are an Awesome wikipedian Some shit Some droppings of filthy muck mess to feel you better. Don't bother",1,0,0,0,0,0
Can we go on a date I want to sniff your leaky blood box!,1,0,0,0,0,0
""" Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling",1,0,0,0,0,0
DON'T BLOCK ME I AM RIGHT AND I FUCKING KNOW IT. BLOCK THAT ASSHOLE KANSAS BEAR OR SOMETHING. JUST LEAVE,1,0,0,0,0,0
In response to your recent comment on my talk page. I suggest you contract cancer.,1,0,0,0,0,0
"-kelly this is yo momma speaking, please stop being a nerd.-",1,0,0,0,0,0
""" I like the way you forget about all the times Israel has actualy done this to other nations, including",1,0,0,0,0,0
""" Lecture someone else, Sarah. You are talking down. You're talking down a teacher talks to a disobedient child. Get",1,0,0,0,0,0
"Hi Hi, welcome to wikipedia. I just wanted to let you know that you smell like the drippings from my",1,0,0,0,0,0
.When I am providing with reliable source where ganga lal gupta has clearly proof that kushwaha come under kshatriya varna.,1,0,0,0,0,0
I CANNOT BELIEVE THIS WHAT THE #@@%K if you continue to do this i will have to take some drastic,1,0,0,0,0,0
Apology You blocked me once under another IP and it angered me. I was determined to take revenge. Then I,1,0,0,0,0,0
jd2718 the sock fiend now hes lying out his ass on the ani page but I can't comment. and no,1,0,0,0,0,0
"I would also like to say that not only are you a masturbate, but you are also gay lol",1,0,0,0,0,0
"yeah well, I don't subscribe to your opinion, stop spamming me with messages here. What makes your opinion superior to",1,0,0,0,0,0
"Ooh, I guess I hit a sore spot. You realized your narcissism and quit referring to yourself in the third",1,0,0,0,0,0
Handing out blocks using Twinkle. What a fucking disgrace. — lfdder,1,0,0,0,0,0
no think o it this way im doing all that same shit youve been doing to me okay also ill,1,0,0,0,0,0
The Greater San Francisco Bay Area is greater than the typical Bay Area Definition you idiot stop reverting my edits,1,0,0,0,0,0
"Issues with Knox Knox run things like Gala Days, festivals etc. and you know what? Along Redleaf Ave and the",1,0,0,0,0,0
""" Maybe you should look up what harassment is. Please change the reasoning for my block to something respectable that",1,0,0,0,0,0
Atreus Why don't you want information relevant to Atreus included on his page? This is vandalism in my opinion.,1,0,0,0,0,0
I guess that was the NEXT to last warning huh...funny thing is this has been stumbled. Now thousands of people,1,0,0,0,0,0
""" Here's ONE example of McNeight-speak Your post to Wikipedia talk:Requests for comment does not provide enough information so that",1,0,0,0,0,0
ow! someone just blocked me! I don't think I can feel my ass! YourCousin,1,0,0,0,0,0
"Of course not. 'Patrons', as you so kindly put it, are, for the most part, an assorted bunch of hobos,",1,0,0,0,0,0
Ha! Riiiiight....because you and the other two morons definately ARE NOT policing this article for political reasons. As opposed to,1,0,0,0,0,0
Hey I'm just tellin' like it is you ugly as fuck butt fugly muthafucka!,1,0,0,0,0,0
". I should become a detective for figuring all that out! Oh yeah, I suck cocks. That's how I became",1,0,0,0,0,0
"Yeah, this guys deleting potentially life saving information citing that the article 'doesn't look very pretty with real information', I",1,0,0,0,0,0
""" Mr LULU, Your Screed (statement) """"The latest....DAILY SLANDER"""" is a bit over the top. You sound like a partisan,",1,0,0,0,0,0
""" oh i see, my comment is a personal attack but others, for example one who called him a """"dumb-ass",1,0,0,0,0,0
IT'S THE STFU. IF SOMEBODY CHANGES THEM TO THE STF-U THEN I'M GONNA KILL THEM.User:Pic Business,1,0,0,0,0,0
moderator on wikipedia moderator on wikipedia are a bunch of twats who like to suck thomas malinas tiny cock,1,0,0,0,0,0
"did i hurt your feelings? its okay you can ban me, i will create a new account and sign in",1,0,0,0,0,0
""" That wasn't nice I am reposting this to piss off Tbhotch. Enjoy, you dumb piece of shit. Have fun",1,0,0,0,0,0
Talk pages are also where some of us have to try and get uninformed idiots to back down so WE,1,0,0,0,0,0
""" I just got a telegram in the mail...it says......""""GWERNOL IS GAY!!!"""" Swear to fuck your mom if you swear",1,0,0,0,0,0
""" I am not far right. I am Jewish, not related to Gamergate (it is bizarre and idiotic), and I",1,0,0,0,0,0
""" Honestly, I don't even remember making those edits in the Orlando Jordan article. However, I was correct for editing",1,0,0,0,0,0
WHY DID YOU DELETE AFROJACK? With the afros and the jackos and the ha ha ha.,1,0,0,0,0,0
"The defeat of Roydosan Well done my fellow Greeks, we have defeated Roydosan and now he runs like cattle. HEIL!",1,0,0,0,0,0
You just now made a bunch of reversions. Fuck,1,0,0,0,0,0
""" Hey! Maybe you should try it. Your candidate's """"spiritual mentor"""" is a Jew-hating, faux-""""Christian"""" Black supremacist. """,1,0,0,0,0,0
JUstin likes it in the behind..,1,0,0,0,0,0
"—Preceding unsigned comment added by (talk • contribs) 17:01, 3 August 2008 Fuck off.",1,0,0,0,0,0
""" Yes I had this SAME problem: Some WikiNazis feel it's OK to leave nasty / snarky comments on other",1,0,0,0,0,0
"Yeah, he said he'd never heard of Ferrara, what a crook, the name bad lieutenant just appeared to him in",1,0,0,0,0,0
"UNBELIEVABLE you went ahead and removed the section unilaterally without waiting from comments from other editors. I'm warning you Wee,",1,0,0,0,0,0
and for the capitalize thing actually its not bad grammer if your using it in titles... You need a lesson,1,0,0,0,0,0
Fraggle81 == I can just make new accounts every time I want to attack you. Proxy. Faggot. ==,1,0,0,0,0,0
I am not Jewish and even if I was I am sure you would never understand why there is nothing,1,0,0,0,0,0
List of Royal College Colombo alumni and Lalith Kothalawala and Cossde why this person Cossde doesn't want to / trying,1,0,0,0,0,0
""" {{unblock|DISCLAIMER: I do not identify as a Nazi, Neo-Nazi, Facist, Neo-Fascist. I do not accept or agree with the",1,0,0,0,0,0
"Then you're a communist, because you are not Zod like me, so you cannot have the same opinions on things",1,0,0,0,0,0
"Dude, who fears banning. This is what U HINDU terrorists are perfect at. This is the 1st personal attack I",1,0,0,0,0,0
"Oh noes, an insult on the internets! Get over yourself you moron. Being blocked doesn't affect me in the slightest,",1,0,0,0,0,0
I was blocked for reporting their harassment then. Same thing you liar.,1,0,0,0,0,0
""" It is not disruptive, and does not appear to be """"attention-seeking"""". These remarks are just argumentum ad hominem arguments,",1,0,0,0,0,0
heY TOdds! Quick Q? Why Are You So Gay,1,0,0,0,0,0
wikipedian policy I see now how Wikipedia is. If someone breaks the rules its ok as long as they kiss,1,0,0,0,0,0
similar concept? how can you mark a modern day nation with being a barbarian? you western jerks were playing with,1,0,0,0,0,0
"Always Do Well To Stop A Citizen's Arrest? Hey, I absolutely refuse to edit articles. I've left that duty to",1,0,0,0,0,0
You might try to deflate your ego a bit and stop making blanket generalizations. The IP I use is a,1,0,0,0,0,0
u aint got no pancake mix lady so stopppp,1,0,0,0,0,0
"Please stop. If you continue to ignore our policies by introducing inappropriate pages to Wikipedia, you will be blocked.",1,0,0,0,0,0
"He's not a retired, he was just useless.",1,0,0,0,0,0
and in the program on last night Crime Museum: The Blackout Ripper he is called a serial killer not only,1,0,0,0,0,0
"Uh oh, Mr. Big shot registered User is crying like a little girl because I called him out on his",1,0,0,0,0,0
"Last warning, Mark! Anymore defiant arguments and I will be subduing you with my merciless wrath!",1,0,0,0,0,0
Well well well You've just done the most stupid thing saying we have always been enemies. Now that proves you've,1,0,0,0,0,0
YAWN!! The above COMMENT is a quote from McNeight!!! AND yet HE still insistes on adding that damn 'preceeding unsigned.....yada...yada',1,0,0,0,0,0
"It wasn't Mkil, just someone sick of all your $h1T. And just for future reference learn how to write before",1,0,0,0,0,0
"I caught you vandalizing a page on wikipedia. Normally right now id block you, but you happen to pull this",1,0,0,0,0,0
""" Imagine if I treated Hapfsjen like you treated this anon editor here. We both know his English is poor",1,0,0,0,0,0
i know ive been bad but EMC has been mean to me. Quote: Your name will be added here from,1,0,0,0,0,0
chesdovi chesdovi is just a dos from the usa who probably doesnt even speak hebrew. if you think he would,1,0,0,0,0,0
"Do it Our Way (Play) Bruv... fuck off, I bought the flat, back in January and I've only edited on",1,0,0,0,0,0
""" Barbarians The Chinese as a country are nothing but disgusting barbarians. I highly recommend every and all Chinese people",1,0,0,0,0,0
Just wanted to let you know that I think you're a faggot. Find better things to do with your time.,1,0,0,0,0,0
Reason for false info My cousin came to my house and was fucking with my wiki so I'm sorry for,1,0,0,0,0,0
"ii CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA,",1,0,0,0,0,0
""" Looking for a conversation we had? Wanting to re-ingnite an argument long since resolved but can't find it? Or",1,0,0,0,0,0
"Edit request from 174.3.185.61, 28 June 2010 Mauler90 is a shit faggot 174.3.185.61",1,0,0,0,0,0
""" no seriousy. the only thing i think actually did or said against your precious wikipedia policies was saying that",1,0,0,0,0,0
"IT IS PRONOUCED RINK-IN, YOU MORON. NOT RINCON, LIKE IT SHOULD BE IN SPANISH. WTOC ALWAYS SAYS RINK-IN THIS RINK-IN",1,0,0,0,0,0
HOLD ON! ive got something to say to u. FUK U!!! yea thats right u r gay for revertin my,1,0,0,0,0,0
I've requested a change to Wolfpuss - congratulations to all dirty thinkers in our community. (!) I submit to your,1,0,0,0,0,0
""" You abused your authority by blocking me improperly,, then you refused to apologize (“So tough”), then you tried to",1,0,0,0,0,0
"many unsecured wi-fi hot spots, so many idiot wikipedia pages",1,0,0,0,0,0
I AM NOT A VANDAL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0,0,0,0,0
. This whole conversation is rediculous as the colors on a flag are meant to represent different ideas or ideals.,1,0,0,0,0,0
"Yeah If you don't like the team, get the hell out of the stadium. Douche.",1,0,0,0,0,0
""" Not clear enough... The """"Family"""" programing thing is over with right? 2 weeks ago this netowrk showed a blaxplotation",1,0,0,0,0,0
// Hahahihihoho Bishone: Is that allowed to say that somebody is mentaly insane in Wikipedia? Cause Ante call me that,1,0,0,0,0,0
""" Sorry for the language, but it busts my bridges and burns my soul when controlling sysop wannabees like """"MoeRON""""",1,0,0,0,0,0
""" Something anonymous editing has given rise to Vandalism Manifesto. Pass to all Wikians VANDALISM IS GOOD. Vandalism does not",1,0,0,0,0,0
Admins stick together. Never talk back. I get it. Lots of shit. The Dissident Aggressor,1,0,0,0,0,0
"Decline unblock You declined my unblock request. Barrymcpeedmipants or wev his name is, is probably another student at my school,",1,0,0,0,0,0
""" Yes, the money quote is that I'm fucking pissed off at the insistence of Richard James continually harrassing me,",1,0,0,0,0,0
"""Just face the truth: you can't escape it!== User:Arilang1234 didn't edit your foul, slimy racist template, you loser. I suggest",1,0,0,0,0,0
YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE BEEN BANNED BY WIKZILLA YOU TROLLISH BOOB YOU HAVE,1,0,0,0,0,0
""" Hello Come on, be a man. """"OOOOH... I am going to block you..."""". Go ahead. i can make a",1,0,0,0,0,0
Gay Sex = Demiurge loves it in his Irish ass.,1,0,0,0,0,0
Like I say I am happy to discuss with you but I am not going through this BS where you,1,0,0,0,0,0
MY PAGE 3234434aAa Your just a mean OLD BULLSHITTING fart...as you would put it,1,0,0,0,0,0
"I refer to people's constantly taking the words of Jimbo as policy, the idea of removing any userbox with a",1,0,0,0,0,0
I'm very upset that you've done this to me and ur a big shithead !!!!! I think that ur probbly,1,0,0,0,0,0
"Thanks for doing the bidding of the troublemaking and vindictive vandal . It's ok for him to make personal attacks,",1,0,0,0,0,0
Smarojit Chakravarty I know your Facebook profile you are sitting with your son who is also a he/she. You are,1,0,0,0,0,0
Did you look at the contributions of the editor I called a troll? I called them a troll because they,1,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks. (talk) 21:51, January 11, 2016 (UTC)",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information and",0,0,0,0,0,0
""" Fair use rationale for Image:Wonju.jpg Thanks for uploading Image:Wonju.jpg. I notice the image page specifies that the image is",0,0,0,0,0,0
"Oh, and the girl above started her arguments with me. She stuck her nose where it doesn't belong. I believe",0,0,0,0,0,0
Don't mean to bother you I see that you're writing something regarding removing anything posted here and if you do,0,0,0,0,0,0
""" Re-considering 1st paragraph edit? I don't understand the reasons for 's recent edit of this article not that I'm",0,0,0,0,0,0
"Radial symmetry Several now extinct lineages included in the Echinodermata were bilateral such as Homostelea, or even asymmetrical such as",0,0,0,0,0,0
""" Ok. But it will take a bit of work but I can't quite picture it. Do you have an",0,0,0,0,0,0
Not sure about a heading of 'Fight for Freedom' what will it contain?,0,0,0,0,0,0
Praise looked at this article about 6 months ago -much improved. ],0,0,0,0,0,0
"pretty much everyone from warren county/surrounding regions was born at glens falls hospital. myself included. however, i'm not sure this",0,0,0,0,0,0
"Notability of Rurika Kasuga A tag has been placed on Rurika Kasuga, requesting that it be speedily deleted from Wikipedia.",0,0,0,0,0,0
""" Sure, but the lead must briefly summarize Armenia's history. I simply added what I found necessary. If anyone thinks",0,0,0,0,0,0
TFD I think we just eced. I think we responded to each other without seeing each others responses. I added,0,0,0,0,0,0
"You had a point, and it's now ammended with appropriate encyclopedic notability/significance.",0,0,0,0,0,0
"In other words, you're too lazy to actually point anything out. Until you change that approach, the tag goes.",0,0,0,0,0,0
"A Bisexual, like a homosexual or a heterosexual, is not defined by sexual activity. (Much like a 15 year old",0,0,0,0,0,0
REDIRECT Talk:Frank Herbert Mason,0,0,0,0,0,0
""" - NeilN's bang on - You aren't being harassed at all, If you don't edit disruptively you don't get",0,0,0,0,0,0
I would appreciate an apology from both of you but I can see that is unlikely. If not Please don't,0,0,0,0,0,0
Take your belated and piffling prevarications elsewhere. Too late for here.,0,0,0,0,0,0
", 20 December 2006 (UTC) You must not play Metal Gear Solid 2 that often. GW is the Arsenal Gear",0,0,0,0,0,0
"April 2006 Thank you for experimenting with the page Andy Griffith on Wikipedia. Your test worked, and has been reverted",0,0,0,0,0,0
""" Christ. """"IQ is selected for therefore every population has the same IQ."""" Never ceases to amaze me. """,0,0,0,0,0,0
Can you prove it isn't ? If you had a better knowledge of the English language it would have been,0,0,0,0,0,0
"Website Hey all, I was thinking of getting myself a website to display my pictures and this was the cheapest",0,0,0,0,0,0
Thanks reading there now !,0,0,0,0,0,0
""" Almost got me too; I had to look it up to see if it was real. ... talk """,0,0,0,0,0,0
How can one defame someone who thinks the Fort Hood Shooting is justified by God's law?,0,0,0,0,0,0
LACK OF BALANCE This article is seriously out of balance. It would benefit greatly from the introduction of additional information,0,0,0,0,0,0
""" Thanks. I can see that violating clearly stated Wikipedia policy is no problem with some people, as is now",0,0,0,0,0,0
""" Hi Thanks for our kind words. See you around ) Talk """,0,0,0,0,0,0
""" Well, after I asked you to provide the diffs within one hour of your next edit here, you made",0,0,0,0,0,0
""" What's up with this? """"If you are a religiously or politically motivated to push this or that issue, please",0,0,0,0,0,0
Including some appropriate mention of the Solomon article is not without some level of support .,0,0,0,0,0,0
""" Czech Republic is in Central Europe. The state of this article is part of the reason why people are",0,0,0,0,0,0
Paleontologists agree that organic remains must be buried quickly so they can be preserved long enough to be come fossilized.,0,0,0,0,0,0
Also I think Vegetable Basket needs it's own Wikipedia page.,0,0,0,0,0,0
Also see this if you cant trust Murkoth Ramunni http://books.google.com/books?id=HHev0U1GfpEC&pg;=PA51&dq;=Thiyya+matrilineal&hl;=en&sa;=X&ei;=TlpPUd2aH8mWiQLgvIDgBA&ved;=0CDYQ6AEwAQ#v=onepage&q;=Thiyya%20matrilineal&f;=false,0,0,0,0,0,0
""" hahahaha.... good one ...... I have removed it. """,0,0,0,0,0,0
"Conformity as healthy I may have missed it, but this article does not seem to address conformity as just a",0,0,0,0,0,0
"Hi, I am new to wikipedia. Read up on pandemics today. I am impressed by the quality of information, to",0,0,0,0,0,0
"heh, it's a bit of a copy of Wikipedia:WikiProject Professional wrestling, but I thought it look a bit tidy and",0,0,0,0,0,0
"Ahh, Hello Witzeman 203.92.84.161 Symbols: ~ | ¡ ¿ † ‡ ↔ ↑ ↓ • ¶ # ½ ⅓ ⅔",0,0,0,0,0,0
"TCM I can find no evidence that acupressure is a TCM, rather than derived from TCM. If no one objects",0,0,0,0,0,0
"Though this is certainly a small article, but it is not so inconsequential as to warrant subsuming it within the",0,0,0,0,0,0
""" Image:YourTransitAd.jpg I think I may be able to get a better photo of this ad. If I'm able to",0,0,0,0,0,0
""" A cookie for you! A cookie for you """,0,0,0,0,0,0
"LMAO, what a n00b. Go and listen to manele!",0,0,0,0,0,0
"""P.S. It's not polite to talk to people behind their backs, please remove your comments from Mrph's talk page. Vaughan",0,0,0,0,0,0
""" If you actually take the time to do a little bit of research Bloodofox, instead of jumping into what",0,0,0,0,0,0
) We are not treating this as a forum. A question arose and was appropriately answered. End of story. ;-,0,0,0,0,0,0
. Between the unblock submission and response there is less that 3 minutes which proves that this administrator did not,0,0,0,0,0,0
"Once again, I responded to MileMoney's reasoning for his edit and I gave my reasoning for my edit. Yes, it",0,0,0,0,0,0
""" Actually, direct quotes that aren't in quotation marks and aren't attributed are generally known as """"plagiarism"""" and/or """"copyright infringement.""""",0,0,0,0,0,0
"Fradulent claim I am most certainly not a sockpuppet of TheChief, please retract your fradulent claim at once.",0,0,0,0,0,0
That is quick if we only limit the discussion for changing the title but considering the previous discussions for months,0,0,0,0,0,0
