comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
Blocking Mardyks Guess what? Loser! Know what a cockblocker is? Hahahaha ~M~ 71.39.183.86,1,0,0,0,0,0
Wikipedia administrators are defending a mass-murdering psychopath.,1,0,0,0,0,0
ok stop being lame. seriously. go watch pokemon.,1,0,0,0,0,0
Do not help the jew Schnider. Final warning.,1,0,0,0,0,0
Don't peddle your crap please. Hate to see another article get disputed for neutrality due to you.,1,0,0,0,0,0
"Here's an idea Go fuck yourself, cumshitter.",1,0,0,0,0,0
""" WILL MY MOTHERFUCKING SAFETY BE GUARANTEED???? I FUCKING HOPE SO!!! I'M BRINGING MY OWN FUCKIN' WEAPONS!! PAY ME WHEN",1,0,0,0,0,0
"Fuck you, Smith. Please have me notified when you die. I want to dance on your grave.",1,0,0,0,0,0
I shit on your face fuck you,1,0,0,0,0,0
You are so retarded.,1,0,0,0,0,0
"Groin You sad fuck. I'm going to restore my edit, and you are going to leave it, or else I",1,0,0,0,0,0
HE LIKES ITIN THE ASS BY MUHAMAD ALI AND KELLY HAS A GIANT PENIS AND ALSO FUCKED COLUMBUS,1,0,0,0,0,0
Just shut up and stay shut. Don't edit anymore,1,0,0,0,0,0
Ohhh I'm sorry did I hurt your little feelings? Let's all shed a couple tears together. LOL What a joke.,1,0,0,0,0,0
Fuck off you murdering scum!!!,1,0,0,0,0,0
"you gay motherfucker i know where you live,i am going to sand your face off,then i am to going to",1,0,0,0,0,0
Wikipedia is full of fools. Who takes money and makes people work for free? Wikipedia!!! You might as well ban,1,0,0,0,0,0
you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms,1,0,0,0,0,0
""" So Jim Burton, child molesting faggot, I see you are still with us for yet another day, making a",1,0,0,0,0,0
. Fu ck ing trollreasons,1,0,0,0,0,0
"Take care not to believe your own bullshit, see On Bullshit. 99.184.231.227",1,0,0,0,0,0
You are wrong about everything but for too stupid to notice. You are a lost cause. Your existence is a,1,0,0,0,0,0
Where is the real vagina? The real photo of vagina is gone! Would you mind if I make the new,1,0,0,0,0,0
fuck you jzg i will have you removed as editor you stupid moron,1,0,0,0,0,0
You go away you loser. Way to standup for you boyfriend Blueboy96. Make me go away.,1,0,0,0,0,0
""" How about this """"GO FUCK YOURSELF.""""""",1,0,0,0,0,0
"Get off your high horse, or block me.",1,0,0,0,0,0
"Fuck you faggot, I don't care if i get blocked, as long as everyone knows you are a dumb cunt.",1,0,0,0,0,0
Cavorting with Heretics Fuck Heretics!!!,1,0,0,0,0,0
"Hey, you freaking hermaphrodite. Please unprotect your user page; I would like to move it to a more suitable title",1,0,0,0,0,0
What a joker you are. European parliament has no power to do anything. It is non binding because it is,1,0,0,0,0,0
"i have a dick, its bigger than yours! hahaha",1,0,0,0,0,0
watch out for user:xeno hell bite your dick off!!!!,1,0,0,0,0,0
"is a common prostitute, a sock-puppet. I've done lots of edits, perhaps 3000, but the EB1911 project is now gone",1,0,0,0,0,0
Homosexual marriage is totally gay Well it is! 12.204.164.179,1,0,0,0,0,0
Fuck you people. The information of that can be found here [],1,0,0,0,0,0
"GHE you're a fag. Learn it, know it!",1,0,0,0,0,0
""" HEY!!!! What the HECK do you think """"Watch this page"""" means?! I didn't have anything with the recent vandalism",1,0,0,0,0,0
"Fuck you both, I'm not interested in what either of you think. ,",1,0,0,0,0,0
""" Lol dumb arabs and their """"you cant show my god, heres a bomb because I have sand in my",1,0,0,0,0,0
"SHUT UP, YOU FAT POOP, OR I WILL KICK YOUR ASS!!!",1,0,0,0,0,0
The only vandals are pathetic wiki administrators as encyclopediadramatica.com says right!,1,0,0,0,0,0
Always good to have the ignorant and mentally defective getting together. Die soon,1,0,0,0,0,0
KISS MY DICK ...ALL 3 OF YOU,1,0,0,0,0,0
YOU ARE ONE SAD LITTLE INDIVIDUAL.,1,0,0,0,0,0
To Blanchardb You dumb motherfucker I am going to sue the shit out of you. Watch your back.,1,0,0,0,0,0
""" -———————————————————————————————————————————————————————————- Suck my dick. Thank you. —talk/hist """,1,0,0,0,0,0
"Man, you are really a dishonest person, disgusting!!!!",1,0,0,0,0,0
Poor editing? The edit looks fine!!! WTF is the matter with you?!,1,0,0,0,0,0
Demonte Morton U bastard stop deletin' my shit u white trash cracker muthafucker. Fuck u u racist bitch. I hope,1,0,0,0,0,0
Bla bla bla....suck it Irishguy =),1,0,0,0,0,0
Try the official website then - shit head!,1,0,0,0,0,0
hi hi there... this may sound a bit stupid question but dont get it wrong. are you Jew? if so,1,0,0,0,0,0
fuck you and your small penis,1,0,0,0,0,0
RE: Moving Dragon Slayer to Dragon Slayer series Fuck Your Mother! You is Son of a Bitch!,1,0,0,0,0,0
"AND ON TOP OF THAT eh, you're not worth it.",1,0,0,0,0,0
""" What the hell do u mean cough* *cough* excuse me, who the hell are you accusing of """"disruptive editing"""".",1,0,0,0,0,0
"Insult for MusikAnimal , you're a fucking shit, the reason that i'm insulting is because , fuck you Wikipedia.",1,0,0,0,0,0
anti-Semitic crap the whole article is an anti-Semitic conspiracy theory cherished by aryan-supremacist rightists!,1,0,0,0,0,0
closedmouth is a DICK-FUCK this guy is a jackass who sux cock 4 a fuckin job y the fuck does,1,0,0,0,0,0
No silly it isnt ITS UR MOMS and might I say quite the lovely page indeed. Oh and UR MEAN,1,0,0,0,0,0
Whos the douche that deleated all of the info and crap I really want to curse them out right now.,1,0,0,0,0,0
"Mine dispeared, somebody wax my ass.",1,0,0,0,0,0
stop leaving stupid harping messages for peopel that are nil to do with what you are talking about,1,0,0,0,0,0
""" hey fuck you, who the fuck checks """"Phnom Nam Lyr Wildlife Sanctuary"""" for vandalism. Get a fucking life you",1,0,0,0,0,0
"Oh GWH, you truly are the worst admin at Wikipedia. May God have mercy on your poor, pathetic, overweight, ugly",1,0,0,0,0,0
"{{unblock|WHAT THE FUCK?!?!?! The article on Anne Kilkenny was poorly written, I rewrote it so it didnt look like shit,",1,0,0,0,0,0
Hey idiot. I'm simply verifying the TRUTH. Mobile17 was NOT the first to have a ringtone maker online.. Brinked was.,1,0,0,0,0,0
"RE: Punk ass snitch, get the cock.",1,0,0,0,0,0
""" Oh right, like """"This article sucks and you know it."""" isn't abusive language. Hypocrite. Eat shit and die, loser.""",1,0,0,0,0,0
YOU ARE A FAGGOT GET A LIFE 97.102.60.171,1,0,0,0,0,0
Recent? You just a pussy.,1,0,0,0,0,0
picking on a 10 year old!!! soooo sad Just shut up okay?Im only 10 years old. I just wanted to,1,0,0,0,0,0
YOUR ARE FUCKING GAY WAD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL,1,0,0,0,0,0
"Aaron Swartz Stop fucking reverting my goddamn edits!!! I think Aaron Swartz is a dumb-ass, and he should have been",1,0,0,0,0,0
Why the hell did you fucking write that?! I can vandalize Wikipedia whenever I want!,1,0,0,0,0,0
"My side of the story Attention, douchebags and douchetees. I have been labled as a Terrorist on this site. BULL",1,0,0,0,0,0
"Moral Defense, you slimy toad you.",1,0,0,0,0,0
well fag... block me. block me?! oh the world will shurly end! come off your high horse. i'll say what,1,0,0,0,0,0
Fartsalot56 says f**k you motherclucker!!,1,0,0,0,0,0
"You must have the lowest IQ of anyone on wikipedia, I can't converse with a fool like you",1,0,0,0,0,0
You are a gay homo. I hope you choke on your penis and die. I am sending a big bleck,1,0,0,0,0,0
What a deceptive little creature you are indeed. Assuming good faith - eh? You deliberately scrubbed that because it sheds,1,0,0,0,0,0
"SQGibbon, YOUR MOOTHER SOUNDS TO BE SOME SLIMMY DONUTE. NOW WATCH WHAT'S COMING YOUR WAY. HA HA HA HA",1,0,0,0,0,0
Igho Otegheri Deletion Who the hell are you to decide what to delete and what not????!!! you could go fuck,1,0,0,0,0,0
"ALSO, YOUR MOM GAVE ME HERPES, TELL HER I SAID THANKS.",1,0,0,0,0,0
"@: nobody cares about the Fucking Shit like you, fucking bitch........................ 5.9.97.199",1,0,0,0,0,0
The only thing you are persistant at you ugly bastard is fucking the TROLL''',1,0,0,0,0,0
WTF? Banned? Some person in a fourm said it is banned in Syria do to the closeness of the names,1,0,0,0,0,0
"fuck you Muthafucka , you jerk you scum lowlife loser !! hehe hahah188.23.179.183",1,0,0,0,0,0
Look you little cocksucker. I did nothing wrong. I am sick of your bullshit harassment and you are really starting,1,0,0,0,0,0
"No, you are the racist, you goddamn neo-Nazi YOU BIG BOY",1,0,0,0,0,0
What the fuck gose here,1,0,0,0,0,0
"You You're a little bitch. You can't handle an argument like a man, so you're crying to the administrators. Go",1,0,0,0,0,0
"You are a fool if you think Wikipedia is a respected entitity in this world. So, shut",1,0,0,0,0,0
mostly burtalbert you fucking asshole go suck a dick u fucking king of assholes,1,0,0,0,0,0
"I had enough of *you*, bastard.",1,0,0,0,0,0
""" Some baklava for you! Fuck . =) """,1,0,0,0,0,0
"Vandalism spree Your vandalism spree is pitiful. All this, after I supported your motions? Thanks a lot.",1,0,0,0,0,0
THIS IS MY PAGE FUCKERS SO I CAN SAY WHAT I WANT. FUCK YOU DRINI AND NACONKANTARI... I HOPE YOU,1,0,0,0,0,0
hey wiki nerd u suck man i dont like your nasty coments punk ill beat ur guts from the back.,1,0,0,0,0,0
YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE,1,0,0,0,0,0
"MOTHERFUCKER, DONT BE CHANGING THE FUCKING GTA TIMELINE!",1,0,0,0,0,0
"FUCK YOU, YOU PARANOID BITCH!!! YOU ARE a ugly unwanted bucket of sludge who is obsessed with the unwanted festering",1,0,0,0,0,0
please stop vandalising my page cunt,1,0,0,0,0,0
You fascit Nazi! You socialist bastard! You filthy Hippy! You dare touch my edits again and I'll go to where,1,0,0,0,0,0
Go kill yourself You should be ashamed of yourself. Twoofers like you are scumbags that deserve to die. You anti-scientific,1,0,0,0,0,0
FUCK OF NAZI PROPAGANDA odpierdalcie sie jebani faszyści od Polski !!!!!!!!!!!,1,0,0,0,0,0
FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT FUCK YOU U USELESS BOT,1,0,0,0,0,0
Ibaranoff Is a Cocksucking Little Bitch WHY DID YOU DELETE THAT YOU FUCKING LOSER YOU DON'T LIKE BEING WRONG DO,1,0,0,0,0,0
"Im sorry are you fucking stupid that nice person just gave me a warning then you fucking block me, nigger",1,0,0,0,0,0
"Piss off you sanctimonious weed. You forget that 1. you are irrelevant to this topic, 2. you arbitrarily abused your",1,0,0,0,0,0
"important you and your family shall burn! you have been warned, if you do troll muzemikes talk page i will",1,0,0,0,0,0
WHAT THE FUCK IS WRONG WITH YOU PEOPLE? STOP CRITIZING US!!! YOU'RE WRITING IN OPINION!! FUCK STOP THIS! MADDOX IS,1,0,0,0,0,0
P.S- How the hell are you going to block me when you aren't an admin?!,1,0,0,0,0,0
You are a Disgrace Sitting there with no life reverting valid edits. Get a life idiot 70.26.41.242,1,0,0,0,0,0
"Why, the stupid blocked? But, I'm sorry, because of Kingdom Hearts III for PlayStation 4 and Xbox One, can you",1,0,0,0,0,0
"Pedophiles, sex criminals, Imperial Japan, Nazi Germany and other such degenerate ilk also are minority views and for good reason.",1,0,0,0,0,0
"ha ha fucking gwernol at it again, trying to protect his friends because he doesnt give two shits about the",1,0,0,0,0,0
SmallThingy.... ... are you gay? Do you frequent the Hellfire Club? Do you shake your little tusch on the catwalk?,1,0,0,0,0,0
"William S Saturn is a sockpuppet Hey dickweed Saturn, remember me? You dumb fat bitch",1,0,0,0,0,0
I'm sure you eat alot of tube steak,1,0,0,0,0,0
"Fuck off, I do what I want.",1,0,0,0,0,0
"""back the fuck off. Take your 12 year old ass and buy some fucking Webkinz and stop trying to involve",1,0,0,0,0,0
Why don't the Wiki fascists leave my edits alone as the increase th eknwoledge base which is the basic idea,1,0,0,0,0,0
FUCK ALL YOU NUT LICKING MOTHERFUCKING FAGOT COCK SUCKING WHORES! YOU ALL SUCK SHAPIROS COCK AND LICK HIS MOTHERS CUNT!,1,0,0,0,0,0
Well gladly go fuck yourself you numb fuck.,1,0,0,0,0,0
ASSHAT FUCKING STUPID ASSHOLE PAIR OF CLOWNSHOES,1,0,0,0,0,0
eat a dick and fuck off,1,0,0,0,0,0
no fuckin make me fudge packer 'gwernol'[more like queerhole],1,0,0,0,0,0
"@KWW and father F*cker, u still didnt give no source haha:P what a sore f*cking loser haha:P",1,0,0,0,0,0
"You can't fucking block me for 3 months for fucking personal attacks or harassment! You fucking stupid hellhole, you better",1,0,0,0,0,0
"You know, for human excrement, you're pretty fast to find vandalism, good job, you have a purpose in life.",1,0,0,0,0,0
Yea. I was sort of the local shit disturber in my young adult life. My family's from there. I went,1,0,0,0,0,0
@ okay king of the Wikipedia Nazis.,1,0,0,0,0,0
"I see you like bullshit Fine, have your bullshit.",1,0,0,0,0,0
go to die son of bich,1,0,0,0,0,0
"I just learned how to suck up to people. You're very good at it, FisherQueen. As for the grammer, it",1,0,0,0,0,0
"WHAT'S WRONG WITH YOU? GO KILL YOURSELF, YOU VILE CREATURE!!!!!!!!!!!",1,0,0,0,0,0
You fing rat You ratted me out you little prick,1,0,0,0,0,0
has got some sand trapped in his vagina and it's making him a little bit cranky,1,0,0,0,0,0
Dumb Niggaz Yall Niggas are dumb.Sean Kingston never played biggie.I was joking around dumbfucks.,1,0,0,0,0,0
"How come some of the worst human beings on earth happen to be admin on your oh so beloved, oh",1,0,0,0,0,0
You are a raging faggot. Kill yourself.,1,0,0,0,0,0
cocksucking bastard,1,0,0,0,0,0
shut up Katie your not even real,1,0,0,0,0,0
Hey Roy. Go fukk yourself you gay bich. Ya u heard me. Pussy,1,0,0,0,0,0
""" Stupid Vikings. A creative, new way to lose. Instead of a run play to center the ball and kick",1,0,0,0,0,0
"mothafucka! You son of a bitch, shup up! otherwise I will kill you!",1,0,0,0,0,0
I HATE DRMIES!! HE IS AN IDIOT!!!,1,0,0,0,0,0
Ram it up ur ass very hard till ur eyes water,1,0,0,0,0,0
""" What the hell are you talking about? I didn't insert any link, I typed some text, you nazi. there",1,0,0,0,0,0
"You are a piece of Shiit You are a pissant little creatin, who has no purpose in life. You graduated",1,0,0,0,0,0
Ihad sex with Katy Perry last nught and my mommy caught us right in the middle of it.,1,0,0,0,0,0
Good Luck wikipedia sucks 71.186.170.196 Oooh.. look at all your awards.. I'm certain they make you feel good inside.,1,0,0,0,0,0
You ignoramus! My cousin just did the hitler pictures and the swastikas and what not. I've been the one talking,1,0,0,0,0,0
""" Re: AIP Go fuck yourself. -The'FortyFive' """,1,0,0,0,0,0
and i have a small penis lalalalalalalalala,1,0,0,0,0,0
"Have you fallen on your head as a child? You are pathetic, Jingiby.",1,0,0,0,0,0
You are one of the worst page vandals I have ever seen. Your repeated vandalism of a user page shows,1,0,0,0,0,0
"Sweden, LOL Sweden sucks.",1,0,0,0,0,0
""" It's a stupid project. Wikipedia should be a hub of information for all ages. If it is filled up",1,0,0,0,0,0
"I haven't vandalized crap. I just tell it like it is! You got a fucking problem with me, then maybe",1,0,0,0,0,0
You are the same person! You stupid ass crackhead you are the same person as Litany and KarlXII it is,1,0,0,0,0,0
hello Coren u moron. I am still getting my lulz on. don't worry about trying to ban my IP cuz,1,0,0,0,0,0
Your are a filthy fuck go fuck your self,1,0,0,0,0,0
"Mark. Your semen is not viable. Were you to procreate, the children would be homosexuals. Do no procreate Mark, enough",1,0,0,0,0,0
"And Luke, stay out, son of a bitch!!!!!!!!!!!! ;) 198.228.217.150",1,0,0,0,0,0
"Freeland, PA You are really, really gay for reverting my good edit to Freeland, PA. Stupid liberals! 204.186.77.109 tilde tilde",1,0,0,0,0,0
IGNORANT FOOL...YOU'VE NEVER EVEN SEEN A MAP OF KRASNOI You are so stupid and ignorant that you don’t even know,1,0,0,0,0,0
An ass. LOL. The vandalism was about goaste. 96.48.13.234,1,0,0,0,0,0
"Antisemites being protected from Jews... geez, has anyone else seen that pig flying nearby? I also heard it's snowing in",1,0,0,0,0,0
Utterly stupid suggestion. I am sure Wikipedia is crying out for pages created for a couple of non-league footballers who,1,0,0,0,0,0
Al Arbour Hey Fucktard. Al Arbour died on Friday. Try having someone read an obituary to you,1,0,0,0,0,0
Idiot is what idiot does 202.92.40.8,1,0,0,0,0,0
THIS DUDE THAT BLOCKED ME IS A FUCKING COCK SUCKER!!!!!!!!!! HEXACHORD SUCK SOME DICK NEGRO,1,0,0,0,0,0
How about this You are a cunt?,1,0,0,0,0,0
"BAREK, YOU ARE A RETARD, YOU DOUCHENOZZLE!!! BLOW ME! MikeyCMS P.S. YOU WERE A MISTAKE and TAKE MY ACCOUNT, I",1,0,0,0,0,0
have sex with our users like areaseven,1,0,0,0,0,0
Hey I thnk that you an asshole You just love to fuck your momk all day bitch. Stop Fuckinmg her,1,0,0,0,0,0
"Listen, all you fags need to get a life and stop editing Wikipedia. Look outside once in awhile as the",1,0,0,0,0,0
Grow up you silly person it's not disruptive editing your reverting is disrupting - hey QED actually pay attention to,1,0,0,0,0,0
"Mate, sound like you are jewish Gayness is in the air",1,0,0,0,0,0
as the whole world consider you Sunnis terrorists,1,0,0,0,0,0
Damn wiki admins What is it with all these wiki admins and THEM not being able to follow RULES and,1,0,0,0,0,0
BASEBALLS BUGS IS AN UGLY IGNORANT FOOL,1,0,0,0,0,0
but ew He was a fαg which is against nature and is the most disgusting thing. Youre not a woman,1,0,0,0,0,0
Angry Fuck you bitch,1,0,0,0,0,0
Yeah! You dummy! Bakutrix,1,0,0,0,0,0
right it's less selective you stupid fuck,1,0,0,0,0,0
"Hate This guy is such a liar, i hate him. He is evil!",1,0,0,0,0,0
Stop pussy-footing BAN ME! You did it before!,1,0,0,0,0,0
FUCK OFF THE LOT OF YOU. CRAZY BASTARDS THAT IS ALL YOU ARE.,1,0,0,0,0,0
""" you fool THERE WAS NO SUCH THING AS A """"ULTRA-NATIONALIST"""" POLITICAL PARTY IN FRANCE DURING THE REVOLUTION. FACT. You",1,0,0,0,0,0
Idiot Blanche Barrow was not hit in the face with glass at Dexfield Park. Where did you get this bullshit?,1,0,0,0,0,0
You Are a fuck head I'm not a vandal so suck cock ass master. We'll talk after your done with,1,0,0,0,0,0
"Netaji (what a ridiculous username), I hope you are visiting India regularly, because from your contributions to Wikipedia, it is",1,0,0,0,0,0
YOU ARE A MINDLESS FAGGOT PIG PLEASE GOD BURN THIS FUCKING MAGGOT TO DEATH IN HELL YOU HAVE OFFENDED MY,1,0,0,0,0,0
You are clearly not very smart and not here to build an encyclopedia.,1,0,0,0,0,0
""" lol! let the porky make a fool out of himself. i also suspect that he is infact using socks",1,0,0,0,0,0
i'll hook your mom you motherfucker. yeah suck my balls and slurp my come. bitch.,1,0,0,0,0,0
fuck you you're an idiot,1,0,0,0,0,0
But he's a bitch who made a comment only a bitch would make? ),1,0,0,0,0,0
Don't post any garbage on my page!,1,0,0,0,0,0
"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal",1,0,0,0,0,0
"do not delete my comment you zionist you are not allowed to delete my comment, so please do not do",1,0,0,0,0,0
Samuel is a chump with no life i hope that is the case you chump. if i find out the,1,0,0,0,0,0
"Are you the stupid changes the Cubans flag, and put Puertorrican that created it all and they do not created",1,0,0,0,0,0
Hey shithead Hey shithead Where are you? Are you too busy sucking on someone's cock to talk right now? 119.245.89.79,1,0,0,0,0,0
You don't know what the hell youre talking about! Do you!? 98.94.163.97,1,0,0,0,0,0
That trashy mikkalai started to revert my own work and put racial trashy messages on my own space.,1,0,0,0,0,0
"I swear, you're extremely stupid and oblivious. Open your eyes, unless you need to see an eye doctor that is.",1,0,0,0,0,0
FUCK You little bitch the cowboys have no testes,1,0,0,0,0,0
""" Ahem, wtf are u talking about sire? I do not practice """"vandalism"""".""",1,0,0,0,0,0
terrorist You seem like a terrorist sir. Are you penises as small as they say they are? I have corroborated,1,0,0,0,0,0
"LOL; charles, you are a real fag aren't you? siding with chinks?? go fuck yourself, asswipe! we don't need no",1,0,0,0,0,0
FAGGOT FAGGOT FAGGOT FAGGOT,1,0,0,0,0,0
"you're a PATHETIC, BUREAUCRATIC piece of slime. You can remove your withered ballsack with a rusty shears, or you can",1,0,0,0,0,0
"Bite me You're a dickhead, drop dead ^-^",1,0,0,0,0,0
Priest are all pedophiles Is this true? How do we know?,1,0,0,0,0,0
Are you a faggot or what?,1,0,0,0,0,0
""" I hate you. I hate you. I hate you! — Preceding unsigned comment added by 219.125.25.195 """,1,0,0,0,0,0
"Ah fuck it. I see now. looked back in Striver's records, he's a fucking islamist troll nothing more. No point",1,0,0,0,0,0
"He's as big of a fool as Kunstler, although at least JKG knows when to quit.71.232.157.145",1,0,0,0,0,0
I have now undone your stupid mistakes and . I really have better things to do!! I repeat: STOP USING,1,0,0,0,0,0
"pervert, ps karl swithwnbank wrothe this not littledan9999",1,0,0,0,0,0
I CAN EDIT MY OWN SHIT YOU MOTHERFUCKING CUNT,1,0,0,0,0,0
"Fake Administrator Here is yet another fake administator. To hell with him, I am going to bed.",1,0,0,0,0,0
"November 2015 (UTC) Fuck off. Your accusations are baseless, your writing style is atrocious. Prose means prose, not fluff. -",1,0,0,0,0,0
""" Dude, are you stupid? Yankees76 said hes a hero to his people, I was saying how.... Hes the first",1,0,0,0,0,0
"you are sick bastard, and hope get your lesson soon",1,0,0,0,0,0
"If you admins can block me for sockpuppetry, then what should I do for what you are doing as a",1,0,0,0,0,0
asshole.... yep. you suck. Jesus of Suberbia,1,0,0,0,0,0
""" Well, thank you for spouting your ignorant mouth off, moron who can't read policies. You're obviously a foolish anti-semite,",1,0,0,0,0,0
listen dumbass i did`nt do any anything to the pelycosaur page so fuck you you cunt-gluzing asswipe,1,0,0,0,0,0
"hey dick cheese: editing an article is not vandalism - I added pertinent content. if you don't like it, you",1,0,0,0,0,0
"Who the hell are you, and where did you get this rubbish??? 24.5.122.13",1,0,0,0,0,0
