comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
""" Christ. """"IQ is selected for therefore every population has the same IQ."""" Never ceases to amaze me. """,0,0,0,0,0,0
Can you prove it isn't ? If you had a better knowledge of the English language it would have been,0,0,0,0,0,0
"Website Hey all, I was thinking of getting myself a website to display my pictures and this was the cheapest",0,0,0,0,0,0
Thanks reading there now !,0,0,0,0,0,0
""" Almost got me too; I had to look it up to see if it was real. ... talk """,0,0,0,0,0,0
How can one defame someone who thinks the Fort Hood Shooting is justified by God's law?,0,0,0,0,0,0
LACK OF BALANCE This article is seriously out of balance. It would benefit greatly from the introduction of additional information,0,0,0,0,0,0
""" Thanks. I can see that violating clearly stated Wikipedia policy is no problem with some people, as is now",0,0,0,0,0,0
""" Hi Thanks for our kind words. See you around ) Talk """,0,0,0,0,0,0
""" Well, after I asked you to provide the diffs within one hour of your next edit here, you made",0,0,0,0,0,0
""" What's up with this? """"If you are a religiously or politically motivated to push this or that issue, please",0,0,0,0,0,0
Including some appropriate mention of the Solomon article is not without some level of support .,0,0,0,0,0,0
""" Czech Republic is in Central Europe. The state of this article is part of the reason why people are",0,0,0,0,0,0
Paleontologists agree that organic remains must be buried quickly so they can be preserved long enough to be come fossilized.,0,0,0,0,0,0
Also I think Vegetable Basket needs it's own Wikipedia page.,0,0,0,0,0,0
Also see this if you cant trust Murkoth Ramunni http://books.google.com/books?id=HHev0U1GfpEC&pg;=PA51&dq;=Thiyya+matrilineal&hl;=en&sa;=X&ei;=TlpPUd2aH8mWiQLgvIDgBA&ved;=0CDYQ6AEwAQ#v=onepage&q;=Thiyya%20matrilineal&f;=false,0,0,0,0,0,0
""" hahahaha.... good one ...... I have removed it. """,0,0,0,0,0,0
"Conformity as healthy I may have missed it, but this article does not seem to address conformity as just a",0,0,0,0,0,0
"Hi, I am new to wikipedia. Read up on pandemics today. I am impressed by the quality of information, to",0,0,0,0,0,0
"heh, it's a bit of a copy of Wikipedia:WikiProject Professional wrestling, but I thought it look a bit tidy and",0,0,0,0,0,0
"Ahh, Hello Witzeman 203.92.84.161 Symbols: ~ | ¡ ¿ † ‡ ↔ ↑ ↓ • ¶ # ½ ⅓ ⅔",0,0,0,0,0,0
"TCM I can find no evidence that acupressure is a TCM, rather than derived from TCM. If no one objects",0,0,0,0,0,0
"Though this is certainly a small article, but it is not so inconsequential as to warrant subsuming it within the",0,0,0,0,0,0
""" Image:YourTransitAd.jpg I think I may be able to get a better photo of this ad. If I'm able to",0,0,0,0,0,0
""" A cookie for you! A cookie for you """,0,0,0,0,0,0
"LMAO, what a n00b. Go and listen to manele!",0,0,0,0,0,0
"""P.S. It's not polite to talk to people behind their backs, please remove your comments from Mrph's talk page. Vaughan",0,0,0,0,0,0
""" If you actually take the time to do a little bit of research Bloodofox, instead of jumping into what",0,0,0,0,0,0
) We are not treating this as a forum. A question arose and was appropriately answered. End of story. ;-,0,0,0,0,0,0
. Between the unblock submission and response there is less that 3 minutes which proves that this administrator did not,0,0,0,0,0,0
"Once again, I responded to MileMoney's reasoning for his edit and I gave my reasoning for my edit. Yes, it",0,0,0,0,0,0
""" Actually, direct quotes that aren't in quotation marks and aren't attributed are generally known as """"plagiarism"""" and/or """"copyright infringement.""""",0,0,0,0,0,0
"Fradulent claim I am most certainly not a sockpuppet of TheChief, please retract your fradulent claim at once.",0,0,0,0,0,0
That is quick if we only limit the discussion for changing the title but considering the previous discussions for months,0,0,0,0,0,0
""" 123 18:38, July 18, 2005 (UTC) P.S. Feel free to leave a message on my talk page if you",0,0,0,0,0,0
Note that the Sandbox is the right place to experment. Thanks!,0,0,0,0,0,0
"86.29.244.57|86.29.244.57]] 04:21, 14 May 2007",0,0,0,0,0,0
"Sorry, the link you gave me is dead. And I formatted in harvnb, so plz help in that matter.",0,0,0,0,0,0
""" 29 August 2006 wow. i understand that the sentance I """"added"""" was not crucial and really does not change",0,0,0,0,0,0
""") (ETA: John D. Haynes House. SarekOfVulcan (talk) """,0,0,0,0,0,0
""" I fixed the pic, if anyone still feels that it should move it can be done. - THE VOICES",0,0,0,0,0,0
""" Sorry to interrupt but I'm at 1200 edits now... the first 200 were likely just on my own pages",0,0,0,0,0,0
"Absolutely, use of that word is strongly misleading, even with '-like'. The structure had nothing to do with mastaba -",0,0,0,0,0,0
"I just noticed that the neutrality of this article is disputed (not by me). In light of that, I again",0,0,0,0,0,0
""" , editors don't care about your """"explanations"""" if they're not accompanied by reliable published sources. I could """"explain"""" why",0,0,0,0,0,0
"Oh, also wouldn't films that are named Three or some variation thereof be listed on the disambig page and not",0,0,0,0,0,0
"Review Request Hi, I'd like to request KLM for a GA-class review. Can anyone do that? It seems to have",0,0,0,0,0,0
"Homosexuals are intent on legitimizing their behavior. Therefore, they will seize any opportunity to suggest that famous persons are gay.",0,0,0,0,0,0
""" Link to Sacramento I placed a wikipedia-link in this article where the word """"Sacramento"""" appears. Another editor, who appears",0,0,0,0,0,0
I've abused NOTHING. Your threats are extremely disrespectful to the rules of Wikipedia. All I have ever done is tried,0,0,0,0,0,0
Invite Hi! I still did not have time to write the articles about the fundamentals of the Romani culture and,0,0,0,0,0,0
Attacking another editor. How? I am trying to make a point about how easy it is to edit Wikipedia and,0,0,0,0,0,0
"Pirating incident I've removed this statenment as it doesn't really relate to the episode much, plus it's kinda off topic.",0,0,0,0,0,0
And check this out: http://www.cla.purdue.edu/blackmon/102cs2001/critical.html#bio,0,0,0,0,0,0
New User Hello Gogo Dodo! I am a new user on wikipedia and just wanted to ask if my new,0,0,0,0,0,0
"""::: You are wrong. Although I was blocked on some occasions, I was never blocked for Sockpuppetry or Vandalism. It",0,0,0,0,0,0
i only deleted personal attacks,0,0,0,0,0,0
I'm moving this to the talk page.,0,0,0,0,0,0
"I don't know the answer to this, but Legally, how is it possible for a private citizen to violate another",0,0,0,0,0,0
"Fatima bint Asad I noticed you added a large chunk to this article recently. Could you post your sources (webpages,",0,0,0,0,0,0
"Well I will use my user page then, don't tell meyour gonna remove it too, because that will piss me",0,0,0,0,0,0
I thought I would offer you some advise aswell: 1)No Wikipedia:Edit warring 2)No arguing with Wikipedia:Administrators 3)May I also remind,0,0,0,0,0,0
|listas = Sabina of Bavaria,0,0,0,0,0,0
It is interesting to note that both aircraft landed at the same airfield in Hawaii.,0,0,0,0,0,0
Thanks for fixing that! Again an exquisite picture.,0,0,0,0,0,0
. Anyone can do an in-text search for [2] and [3] and see the article does not rely mainly on,0,0,0,0,0,0
"Pls give a reply, yes or no.",0,0,0,0,0,0
Citation Rèf.:Saumur v. The City of Quebec [1953] 2 S.C.R. 299.§ Endorsement:Rosemary deCaires,0,0,0,0,0,0
You removed the link to the same references used in the health study which say that a reduced use of,0,0,0,0,0,0
Thanks for that. I'll take a deep breath and have a go at an intro tomorrow. I identified the source,0,0,0,0,0,0
"German Article of the day Dear Jimbo, German wikipedia is proud to present the article of the day: http://de.wikipedia.org/wiki/Wikipedia:Hauptseite .",0,0,0,0,0,0
"I agree, like I aready have stated, that this is peripheral to main article. But nevertheless important because I merely",0,0,0,0,0,0
"I found one! Sort of, anyhow. The web site for JewsForLife.org isn't loading, but I have an article from them",0,0,0,0,0,0
""" I have provided plenty of reference materials yet you have provided none. All writings in Chamar section have comes",0,0,0,0,0,0
I see that it has a number of citations on PubMed.,0,0,0,0,0,0
"I should add here, for any admin considering that I was blocked for 24 hours by user:Sarek of Vulcan weeks",0,0,0,0,0,0
"Change of Username (Usurpations request) Request Still In Progress Mb-m → Mmitra Hi, I have requested for Change of Username",0,0,0,0,0,0
"Yes, mainsprings are used in (some) clocks as well. Please feel free to be bold and help improve the article!",0,0,0,0,0,0
"""::::::::""""getting normal"""" term is used by a German politician by the way. I got it from there """,0,0,0,0,0,0
"Keep the original title at Xbox, although you can have additional likes like XBOX and X-box that redirect to this",0,0,0,0,0,0
"Another question, does this style information stripping occur only whenever a shape itself is edited, or for less intrusive edits,",0,0,0,0,0,0
I can see that you have been running around several TALK pages accusing me and several others of EDIT WARS.,0,0,0,0,0,0
I am currently blocked from editing so I will be unable to add that tag. however I did take that,0,0,0,0,0,0
""" Image:Popclassic.jpg I have tagged Image:Popclassic.jpg as , because it does not provide a fair use rationale. If you believe",0,0,0,0,0,0
""" How adorably disingenuous. → ₪ """,0,0,0,0,0,0
""" Orangemike Time to move on to collateral targets. I suggest User:FisherQueen, the """"girl"""" who protected him.""",0,0,0,0,0,0
Windows Phone upgradeability Hi Gregory. I reverted your change on the Windows phone article. Neither Microsoft nor its partners have,0,0,0,0,0,0
Btw whatever decision an adminstration wish to take. He should remember that this block is too harsh given that it,0,0,0,0,0,0
""" Shiny things What a Brilliant Idea Barnstar For actively seeking every possible way to help other users, especially those",0,0,0,0,0,0
"Thanks, and I apologize for my comment. I'd like you to know that I understand your position. 16:33, 7 Nov",0,0,0,0,0,0
""" I'm sure if you worked on articles other than Arcayne you'd do fine. You two seem to have a",0,0,0,0,0,0
"Sorry about the edit conflict; I'm glad you were able to salvage my edits. As to your question about structuring,",0,0,0,0,0,0
"February 2014 (UTC) Comment did the proposal change or something? Someone added requested move banner to this section, when it's",0,0,0,0,0,0
I don't even know where to begin on replying to Talk,0,0,0,0,0,0
""" 66.185.85.80's rant Presently, we are witnessing an open war against Croatian Dinaric culture. Croatian Left often portrays this culture",0,0,0,0,0,0
The total population(10 millions) does not match with the e sum of the referenced populationsbelow in the infoboxImages in Infobox,0,0,0,0,0,0
to a convicted felon,0,0,0,0,0,0
"lol censorship. You're really disappointed that NPOV is a core policy, aren't you? (talk ⋅ contribs)",0,0,0,0,0,0
"MfD nomination of Wikipedia:Try your best Wikipedia:Try your best, a page you substantially contributed to, has been nominated for deletion.",0,0,0,0,0,0
REDIRECT Talk:List of South Carolina Stingrays seasons,0,0,0,0,0,0
""" I'm always on the """"Requests for page protection"""" if I detect any missing/errant templates to see if the administrators",0,0,0,0,0,0
Unsure at this stage its not very clear what wording is actually being discussed.,0,0,0,0,0,0
"When you say irrigiation structure, what exactly do you mean? I live on an irrigated block which uses overhead sprinkers,",0,0,0,0,0,0
"North Eastern Region of Jharkhand Wiki says North Eastern Region of Jharkhand is Angika region. However, official language of theses",0,0,0,0,0,0
""" OKAY, I have now tried to just delete the offensive sentences in the beginning about Mr. Irving being a",0,0,0,0,0,0
. After that my father started taken Melfalan.Now it is nearly 1 and half year and his health condition is,0,0,0,0,0,0
"I'm pretty sure the incident has already been included. And I know how to handle my own at riots, too.",0,0,0,0,0,0
History? == Can someone provide some information regarding the contracting of the AC service area? AC Transit used to serve,0,0,0,0,0,0
"Are you ok? Dear , I notice that you have been absent from Wikipedia for a few days. It's uncharacteristic,",0,0,0,0,0,0
"Congratulations for the Third of May 1808, reaching FA and it's still April, thanks for your input.....",0,0,0,0,0,0
hate is my topic is hate if you hate a person means you like that person. Your hate can turn,0,0,0,0,0,0
The reason is the presence of a template based on inconclusiveness on my user page. The further presence of the,0,0,0,0,0,0
Ho ho ho! Merry Christmas I shoulda known the Piccirilli Brothers actiually executed Ward's pediment sculpture at the Stock Exchange!,0,0,0,0,0,0
""" Hey Jim. Good to see you around. You're right. I was on a no consensus tending towards delete, but",0,0,0,0,0,0
""" And if he were a mere """"fellow editor,"""" I wouldn't have any problem with him. But since he seems",0,0,0,0,0,0
is gonna help us to. He is logged in if you want to talk to him on his talk page.,0,0,0,0,0,0
"""""""You have new messages (last change)."""" and the notice below result from User:Arkyan and User:Avraham targeting this website as a",0,0,0,0,0,0
""" Peter the Roman Can some one place this and remove the Argentinian Chap from the Prophecy which is not",0,0,0,0,0,0
""" ...I don't delete material that complies with WP policy...(according to your own POV/interpretations)Wiki BADASS Woo 2U """,0,0,0,0,0,0
""" Canonicity in general I've been involved in a long discussion over on Talk:Stargate (device) over whether the Stargate in",0,0,0,0,0,0
""" Capitalization Please stop changing lower-case common nouns to upper case, as in """"... the company has ..."""" -> """"...",0,0,0,0,0,0
See claim three here: http://onlinelibrary.wiley.com/doi/10.1111/mepo.12003/full#ss2 That is a reliable source.,0,0,0,0,0,0
""" If he is the community manager, then first of all it's a conflict of interest for him to be",0,0,0,0,0,0
""" Please do not vandalize pages, as you did with this edit to Boiling-point elevation. If you continue to do",0,0,0,0,0,0
"Rants to policies Hi, I think that you should reformat User:Shanes/Why tags are evil#The vandalism protection tags (or at least",0,0,0,0,0,0
"Hi Collectonian, it obviously wasn't appropriate, and I agree with the warning given by Vicenarian.",0,0,0,0,0,0
""" A request... , in the future please sign after your tags on the Photography workshop page. While a bot",0,0,0,0,0,0
and Capital gains tax,0,0,0,0,0,0
""" This should be included in the Criticism summary section here, since that section's content so far is not a",0,0,0,0,0,0
""" Everywhere. Though I might just start going thru the secure server all the time, because I have a similar",0,0,0,0,0,0
""" I agree with , there's no need to keep unclear concepts and wording when a better alternative exists. Also",0,0,0,0,0,0
"Hi. The routes to Japan are often mis read. First, I had the argument that JAL flew to Tokyo, not",0,0,0,0,0,0
""" Bulgars omg!! you are an admin and you protect the people who vandalise the """"Bulgars"""" article. these attackers are",0,0,0,0,0,0
McKinsey & Company == I think the best route would be to drop a note at WP:BUSINESS. (T / C,0,0,0,0,0,0
"Message- Long time, no talk I was just pottering around on Wiki, and suddenly I thought of you. So anyway,",0,0,0,0,0,0
"Salutations J.A.P., welcome to Wikipedia. Perhaps you might find WP:HOCKEY of interest.",0,0,0,0,0,0
""" Leadbeater Biography SmackBot problem Rich- Regarding the C.W.Leadbeater biography article,http://en.wikipedia.org/wiki/Charles_Webster_Leadbeater, on 12 Dec """"Philosophus"""" improperly reverted my extensive revision",0,0,0,0,0,0
""" |- |} mark nutley has suggested, """"Instead of people edit warring they really ought to use the newest sources.",0,0,0,0,0,0
"Perhaps the question is more of philosophy than of mathematics, and we don't have any regulars at WikiProject Math who",0,0,0,0,0,0
"Right on may 26, 1863 which is not the stars and bars ( )",0,0,0,0,0,0
Perhaps GoodDay you could provide a diff for this thought as I am unaware of it. BTW I hope the,0,0,0,0,0,0
""" It is also unfair that I can't respond to the allegations. (talk) """,0,0,0,0,0,0
Has anyone ever considered including tag-team edit warring as a 3RR violation? When two people act in tandem (unintentionally or,0,0,0,0,0,0
There are many broken nostrils in this pancreas,0,0,0,0,0,0
And you took your time to answer.,0,0,0,0,0,0
2007 (UTC) Has anyone considered how matter (the stuff we are all made from) actually interact with time and time,0,0,0,0,0,0
"A friendly advice, if you have to refer to me, kindly use Cult Free and not only Cult. )",0,0,0,0,0,0
""", 20 January 2013 (UTC) The argument at WP:NATURAL seems to rely on showing that the other name is common,",0,0,0,0,0,0
""" Unspecified source for Image:Metropolitan_of_Moscow_Makariy_Nevskiy.jpg Thanks for uploading Image:Metropolitan_of_Moscow_Makariy_Nevskiy.jpg. I noticed that the file's description page currently doesn't specify who",0,0,0,0,0,0
40 Percent Koreans eat Dog Meat ( Koreans have tried). Not regular Korean Food Diet. Don't genearalize or finger point,0,0,0,0,0,0
should be omitted entirely''.,0,0,0,0,0,0
"Is that not a true description on a booger, if not then prove to me what is!",0,0,0,0,0,0
"Stay off my talk page, stalker. 12.39.2.83",0,0,0,0,0,0
""" Thanks! And happy new year to you too! '''''' Let's talk about it! """,0,0,0,0,0,0
Oppose. I do not think a merge is a good idea.,0,0,0,0,0,0
"Maybe, but that does not lead to the conclusion that the TAIP aircraft remained in Africa and did not return",0,0,0,0,0,0
"Oh ok, I just wanted to see what people thought. Anyway its up for CSD. Hey do you like my",0,0,0,0,0,0
""" Can there be a more concise listing? The listing of """"other inventions"""" is profoundly vague. Why group 4 different",0,0,0,0,0,0
Hamish MacDonald (disambiguation) Hello. Just to let you know that as this now only has two entries - one of,0,0,0,0,0,0
""" Died in 2014 or not? I think it's better to settle the matter here instead of going back and",0,0,0,0,0,0
the head waysssssssssss 76 pounds and feels like play dow . dont tuch them they will fall off,0,0,0,0,0,0
"Sarek of Vulcan: Unfortunately for you, you cannot ban a fact. Sarek of Vulcan: Unfortunately for you, you cannot ban",0,0,0,0,0,0
"Keep your chin up! Darwinism was not accepted over-night. There appears to be more sense in the AAT origins, than",0,0,0,0,0,0
Interesting. I checked the other case number Kunzang Lhamo cited which can't be used for Wiki since it's original research.,0,0,0,0,0,0
The transcluded part of the GA review doesn't seem to update into the main talk page of the article correctly.,0,0,0,0,0,0
""" My thanks to you for this. I note that I am being dressed down for everything from being nice",0,0,0,0,0,0
"Anytime you want a nightcap, tell me.",0,0,0,0,0,0
"And btw, speaking of the Armenian genocide, if we are to follow wikipedia conventions of most common name (and I",0,0,0,0,0,0
"Belarus a developed country Hahaha, nothing more to say 82.209.225.33",0,0,0,0,0,0
Censorship on Islamist Terrorism Try not being a censor monger. Properly cited information should not be deleted.,0,0,0,0,0,0
""" Thanks! Really cool tool for purposes like what I have on my userpage. Best, Tally-ho! """,0,0,0,0,0,0
"It is funny because i would say exactly the same thing for you Astarti34 , the anonymous user with an",0,0,0,0,0,0
""" =^_^= I just watched the entire series, and I agree, this entire article and several other in the suzumiya",0,0,0,0,0,0
""" Vandalism is for e.g. this type of edit, somebody said that The Stig was leaving so I reverted it,",0,0,0,0,0,0
""" Baer didnt invent video games. This is jewish propaganda supported by a wiki troll named, """"Goldberg"""" Go figure. Hey,",0,0,0,0,0,0
""" Excellent! That would be great. The comments found at its peer review should also be very helpful, but I",0,0,0,0,0,0
""" Afican Union site vandalism Dear BracketBot, I wrote this note to inform you that an editor is performing acts",0,0,0,0,0,0
""" All of those statements need to be referenced. Leaving an article unreferenced in every section opens the door for",0,0,0,0,0,0
"Ok, I just ask. For your experience, what you think about the portal?",0,0,0,0,0,0
""", 30 December 2009 (UTC) Don't worry, I told you I had your back, and I'll continue to defend ya.",0,0,0,0,0,0
"where's with pitchforks already? 17:09, 16 Jun 2005 (UTC)",0,0,0,0,0,0
""" Elvis... Crying in the Chapel Feudalist """,0,0,0,0,0,0
"Please refrain from adding nonsense to Wikipedia, as you did to Fisting. It is considered vandalism. If you would like",0,0,0,0,0,0
"I removed the content, after it was tagged as uncited by Mattisse. If every commonly known fact need a cite",0,0,0,0,0,0
Is Jeff Garcia gay or not?,0,0,0,0,0,0
Comment So now we are stuck with a week of 200+ broken links. Since you acknowledge that the move was,0,0,0,0,0,0
""":::::::::: Tim, firstly I appreciate you taking the time to discuss this issue offline, and for your willingness to debate",0,0,0,0,0,0
No problem with that at all! If you don't think that there is a problem with someone siting that I,0,0,0,0,0,0
Sprecher Brewery I took the tour this christmas when visiting my sister. We were charged an extra $1 for the,0,0,0,0,0,0
""" Image Image deletion warning Image:Metroid Prime Hunter title screen, top display.jpg has been listed at Wikipedia:Images and media for",0,0,0,0,0,0
